id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
209421312,2024-04-26 07:12:45+01:00,2024-04-26,2024-04-26 06:12:45 UTC,London,792215,scanters,,2024-04-26 06:13:10 UTC,2024-05-01 20:31:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/209421312,https://inaturalist-open-data.s3.amazonaws.com/photos/370607375/medium.jpg,,"","",1,0,false,3,"Fishponds Road, Bristol, England, GB",51.4750139965,-2.5432716535,9,,,,9,,open,false,,,common hawthorn,Crataegus monogyna,common hawthorn,Plantae,51147
209421462,2024-04-26 07:13:26+01:00,2024-04-26,2024-04-26 06:13:26 UTC,London,792215,scanters,,2024-04-26 06:13:54 UTC,2024-04-26 18:45:10 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/209421462,https://inaturalist-open-data.s3.amazonaws.com/photos/370607569/medium.jpg,,"","",1,0,false,3,"Fishponds Road, Bristol, England, GB",51.4749871335,-2.5432860106,3,,,,3,,,false,,,Chinese weeping willow,Salix babylonica,Chinese weeping willow,Plantae,58316
209421554,2024-04-26 07:14:12+01:00,2024-04-26,2024-04-26 06:14:12 UTC,London,792215,scanters,,2024-04-26 06:14:21 UTC,2024-04-26 06:14:28 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/209421554,https://inaturalist-open-data.s3.amazonaws.com/photos/370607674/medium.jpg,,"","",0,0,false,3,"Marina Gardens, Bristol, England, GB",51.4749590122,-2.5432788022,3,,,,3,,,false,,,"",Acer,maples,Plantae,47727
209422086,2024-04-26 07:17:05+01:00,2024-04-26,2024-04-26 06:17:05 UTC,London,792215,scanters,,2024-04-26 06:17:15 UTC,2024-04-26 06:19:47 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/209422086,https://inaturalist-open-data.s3.amazonaws.com/photos/370608491/medium.jpg,,"","",1,0,true,3,"Fishponds Road, Bristol, England, GB",51.4750139965,-2.5432716535,9,,,,9,,,false,,,Chusan Palm,Trachycarpus fortunei,Chusan Palm,Plantae,64323
209422280,2024-04-26 07:18:16+01:00,2024-04-26,2024-04-26 06:18:16 UTC,London,792215,scanters,,2024-04-26 06:18:27 UTC,2024-04-26 06:57:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/209422280,https://inaturalist-open-data.s3.amazonaws.com/photos/370609184/medium.jpg,,"","",1,0,false,3,"Fishponds Road, Bristol, England, GB",51.4752056403,-2.5433146888,35,,,,35,,,false,,,pendulous sedge,Carex pendula,pendulous sedge,Plantae,49365
209422549,2024-04-26 07:19:35+01:00,2024-04-26,2024-04-26 06:19:35 UTC,London,792215,scanters,,2024-04-26 06:20:06 UTC,2024-04-27 05:36:36 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/209422549,https://inaturalist-open-data.s3.amazonaws.com/photos/370609234/medium.jpg,,"","",2,0,true,3,"Fishponds Road, Bristol, England, GB",51.4750139965,-2.5432716535,9,,,,9,,,false,,,Domestic Cat,Felis catus,Domestic Cat,Mammalia,118552
209426677,2024-04-26 07:41:24,2024-04-26,2024-04-26 06:41:24 UTC,London,838538,badbotanist,Emma Creasey,2024-04-26 06:44:22 UTC,2024-05-01 20:31:31 UTC,research,CC-BY,https://www.inaturalist.org/observations/209426677,https://inaturalist-open-data.s3.amazonaws.com/photos/370616049/medium.jpeg,,"",,2,0,false,2,"Bradley Stoke, Bristol, UK",51.5391483333,-2.5468816667,2,,,,2,,,false,,,Wood Avens,Geum urbanum,Wood Avens,Plantae,55891
209426871,2024-04-26 07:44:25,2024-04-26,2024-04-26 06:44:25 UTC,London,838538,badbotanist,Emma Creasey,2024-04-26 06:45:32 UTC,2024-04-26 06:45:38 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/209426871,https://inaturalist-open-data.s3.amazonaws.com/photos/370616414/medium.jpeg,,"",,0,0,false,2,"Bradley Stoke, Bristol, UK",51.5391616667,-2.5470133333,5,,,,5,,,false,,,docks,Rumex,docks,Plantae,53196
209426882,2024-04-26 07:44:06,2024-04-26,2024-04-26 06:44:06 UTC,London,916621,robbrizzle,Rob Williams,2024-04-26 06:45:36 UTC,2024-04-26 06:46:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/209426882,https://inaturalist-open-data.s3.amazonaws.com/photos/370616451/medium.jpeg,,"",,1,0,false,2,"Bradley Stoke, Bristol, UK",51.5394469833,-2.5472331667,3,,,,3,,open,false,,,common nettle,Urtica dioica,common nettle,Plantae,51884
209427643,2024-04-26 07:48:55+01:00,2024-04-26,2024-04-26 06:48:55 UTC,London,6613677,matthull200122,,2024-04-26 06:50:05 UTC,2024-05-03 07:28:37 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/209427643,https://inaturalist-open-data.s3.amazonaws.com/photos/376578055/medium.jpg,,"","",0,0,false,3,"North Atlantic Ocean, Clevedon, England, GB",51.3922318802,-2.9552975928,572,,,,572,,open,false,,,"",Prunus spinosa,Blackthorn,Plantae,55811
209428441,2024-04-26 07:52:21,2024-04-26,2024-04-26 06:52:21 UTC,London,7993292,tomlovesey,Tom Lovesey,2024-04-26 06:55:13 UTC,2024-04-26 06:55:26 UTC,needs_id,CC0,https://www.inaturalist.org/observations/209428441,https://inaturalist-open-data.s3.amazonaws.com/photos/370619133/medium.jpeg,,"",Outside 100 Temple street ,0,0,false,2,"Bristol, England, GB",51.449135,-2.586495,7,,,,7,,,false,,,Darwin's barberry,Berberis darwinii,Darwin's Barberry,Plantae,75751
209429387,2024-04-26 07:57:41,2024-04-26,2024-04-26 06:57:41 UTC,London,7993292,tomlovesey,Tom Lovesey,2024-04-26 06:59:16 UTC,2024-04-26 07:21:16 UTC,research,CC0,https://www.inaturalist.org/observations/209429387,https://inaturalist-open-data.s3.amazonaws.com/photos/370620322/medium.jpeg,,"",,1,0,false,2,"Bristol, England, GB",51.4493716667,-2.58585,11,,,,11,,,false,,,Common Sow-thistle,Sonchus oleraceus,Smooth Sow-thistle,Plantae,53294
209429408,2024-04-26 07:59:08+01:00,2024-04-26,2024-04-26 06:59:08 UTC,London,4208310,markthehuman,,2024-04-26 06:59:25 UTC,2024-05-01 20:31:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/209429408,https://inaturalist-open-data.s3.amazonaws.com/photos/370620229/medium.jpg,,"","",3,0,false,3,"Stonechat Gardens, Bristol, England, GB",51.4897781751,-2.5551800989,3,,,,3,,,false,,,Cuckooflower,Cardamine pratensis,Cuckooflower,Plantae,54531
209429487,2024-04-26 07:58:12,2024-04-26,2024-04-26 06:58:12 UTC,London,7993292,tomlovesey,Tom Lovesey,2024-04-26 06:59:56 UTC,2024-04-26 07:00:51 UTC,needs_id,CC0,https://www.inaturalist.org/observations/209429487,https://inaturalist-open-data.s3.amazonaws.com/photos/370620632/medium.jpeg,,"",,0,0,false,2,"Temple Meads, Redcliffe, Bristol BS1 6NL, UK",51.448975,-2.586015,9,,,,9,,open,false,,,great stinging nettle,Urtica dioica,common nettle,Plantae,51884
209429767,2024-04-26 07:59:33,2024-04-26,2024-04-26 06:59:33 UTC,London,7993292,tomlovesey,Tom Lovesey,2024-04-26 07:01:26 UTC,2024-04-26 07:02:41 UTC,needs_id,CC0,https://www.inaturalist.org/observations/209429767,https://inaturalist-open-data.s3.amazonaws.com/photos/370621119/medium.jpeg,,"",,0,0,false,2,"Temple Meads, Redcliffe, Bristol BS1 6NL, UK",51.4493916667,-2.58639,9,,,,9,,,false,,,Rose-of-sharon,Hypericum calycinum,Rose-of-sharon,Plantae,77481
209430046,2024-04-26 08:00:08,2024-04-26,2024-04-26 07:00:08 UTC,London,7993292,tomlovesey,Tom Lovesey,2024-04-26 07:02:43 UTC,2024-04-26 07:03:36 UTC,needs_id,CC0,https://www.inaturalist.org/observations/209430046,https://inaturalist-open-data.s3.amazonaws.com/photos/370621365/medium.jpeg,,"",,0,0,false,2,"Temple Meads, Redcliffe, Bristol BS1 6NL, UK",51.4494066667,-2.5862833333,7,,,,7,,,false,,,Swedish Cotoneaster,Cotoneaster × suecicus,Swedish Cotoneaster,Plantae,790747
209430201,2024-04-26 08:01:24,2024-04-26,2024-04-26 07:01:24 UTC,London,7993292,tomlovesey,Tom Lovesey,2024-04-26 07:03:38 UTC,2024-04-26 08:18:22 UTC,needs_id,CC0,https://www.inaturalist.org/observations/209430201,https://inaturalist-open-data.s3.amazonaws.com/photos/370621421/medium.jpeg,,"",,0,0,false,2,"Temple Meads, Redcliffe, Bristol BS1 6NL, UK",51.4491533333,-2.5861716667,7,,,,7,,,false,,,dandelion,Taraxacum,dandelions,Plantae,47603
209430340,2024-04-26 08:02:17,2024-04-26,2024-04-26 07:02:17 UTC,London,7993292,tomlovesey,Tom Lovesey,2024-04-26 07:04:17 UTC,2024-04-26 07:04:26 UTC,casual,CC0,https://www.inaturalist.org/observations/209430340,https://inaturalist-open-data.s3.amazonaws.com/photos/370621628/medium.jpeg,,"",,0,0,true,2,"Temple Meads, Redcliffe, Bristol BS1 6NL, UK",51.4491366667,-2.5858833333,7,,,,7,,open,false,,,wild cherry,Prunus avium,wild cherry,Plantae,61964
209431243,2024-04-26 08:08:37,2024-04-26,2024-04-26 07:08:37 UTC,London,7993292,tomlovesey,Tom Lovesey,2024-04-26 07:09:23 UTC,2024-04-26 07:10:23 UTC,casual,CC0,https://www.inaturalist.org/observations/209431243,https://inaturalist-open-data.s3.amazonaws.com/photos/370623127/medium.jpeg,,"",Temple street ,0,0,true,2,"Redcliffe, Bristol BS1 6BH, UK",51.449392,-2.5868976,12,,,,12,,,false,,,aloe vera,Aloe vera,aloe vera,Plantae,126882
209439617,2024-04-26 08:40:23,2024-04-26,2024-04-26 07:40:23 UTC,London,7926220,plantman09,Ethan,2024-04-26 07:45:19 UTC,2024-05-07 06:21:29 UTC,needs_id,,https://www.inaturalist.org/observations/209439617,https://static.inaturalist.org/photos/370634885/medium.jpeg,,"",,0,0,false,2,"England, GB",51.5274638948,-2.4669216698,9,,,,26196,obscured,,true,gps,gps,buttercups,Ranunculus,buttercups,Plantae,48230
209439858,2024-04-26 08:40:35,2024-04-26,2024-04-26 07:40:35 UTC,London,7926220,plantman09,Ethan,2024-04-26 07:46:16 UTC,2024-05-07 06:21:29 UTC,research,,https://www.inaturalist.org/observations/209439858,https://static.inaturalist.org/photos/370635218/medium.jpeg,,"",,2,0,false,2,"England, GB",51.4651685315,-2.5841965585,11,,,,26196,obscured,,true,gps,gps,Spotted medick,Medicago arabica,Spotted medick,Plantae,61012
209440263,2024-04-26 08:41:04,2024-04-26,2024-04-26 07:41:04 UTC,London,7926220,plantman09,Ethan,2024-04-26 07:47:52 UTC,2024-05-07 06:21:29 UTC,research,,https://www.inaturalist.org/observations/209440263,https://static.inaturalist.org/photos/370635804/medium.jpeg,,"",,1,0,false,2,"England, GB",51.5642994072,-2.5446789577,9,,,,26196,obscured,,true,gps,gps,black-striped cranefly,Tipula vernalis,black-striped cranefly,Insecta,544540
209440281,2024-04-26 08:46:49+01:00,2024-04-26,2024-04-26 07:46:49 UTC,London,2819267,n_hodges,Nicola Hodges,2024-04-26 07:47:56 UTC,2024-04-26 07:48:07 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/209440281,https://inaturalist-open-data.s3.amazonaws.com/photos/370635850/medium.jpg,,"","",0,0,false,3,"Stoke Park Estate, Bristol, England, GB",51.49118,-2.5582966667,3,,,,3,,,false,,,Antoxanthum odoratum,Anthoxanthum odoratum,sweet vernal grass,Plantae,75475
209440428,2024-04-26 08:41:26,2024-04-26,2024-04-26 07:41:26 UTC,London,7926220,plantman09,Ethan,2024-04-26 07:48:33 UTC,2024-05-07 06:21:29 UTC,needs_id,,https://www.inaturalist.org/observations/209440428,https://static.inaturalist.org/photos/370636046/medium.jpeg,,"",,0,0,false,2,"England, GB",51.484503854,-2.5335826345,7,,,,26196,obscured,,true,gps,gps,Dove's-foot crane's-bill,Geranium molle,Dove's-foot crane's-bill,Plantae,53076
209440585,2024-04-26 08:42:18,2024-04-26,2024-04-26 07:42:18 UTC,London,7926220,plantman09,Ethan,2024-04-26 07:49:14 UTC,2024-05-07 06:21:29 UTC,needs_id,,https://www.inaturalist.org/observations/209440585,https://static.inaturalist.org/photos/370636322/medium.jpeg,,"",,0,0,false,2,"England, GB",51.515866281,-2.4497666354,17,,,,26196,obscured,,true,gps,gps,ragwort,Jacobaea vulgaris,ragwort,Plantae,62498
209440815,2024-04-26 08:43:06,2024-04-26,2024-04-26 07:43:06 UTC,London,7926220,plantman09,Ethan,2024-04-26 07:50:01 UTC,2024-05-07 06:21:29 UTC,research,,https://www.inaturalist.org/observations/209440815,https://static.inaturalist.org/photos/370636549/medium.jpeg,,"",,1,0,false,2,"England, GB",51.5033953522,-2.536256408,9,,,,26196,obscured,,true,gps,gps,Common Sorrel,Rumex acetosa,Common Sorrel,Plantae,55821
209441128,2024-04-26 08:43:19,2024-04-26,2024-04-26 07:43:19 UTC,London,7926220,plantman09,Ethan,2024-04-26 07:51:08 UTC,2024-05-07 06:21:29 UTC,research,,https://www.inaturalist.org/observations/209441128,https://static.inaturalist.org/photos/370636880/medium.jpeg,,"",,2,0,false,2,"England, GB",51.4277596192,-2.532991422,8,,,,26196,obscured,,true,gps,gps,Lawn daisy,Bellis perennis,common daisy,Plantae,55563
209441236,2024-04-26 08:50:08+01:00,2024-04-26,2024-04-26 07:50:08 UTC,London,2819267,n_hodges,Nicola Hodges,2024-04-26 07:51:37 UTC,2024-05-01 20:32:41 UTC,research,CC-BY,https://www.inaturalist.org/observations/209441236,https://inaturalist-open-data.s3.amazonaws.com/photos/370637203/medium.jpg,,"","",2,0,false,3,"Stoke Park Estate, Bristol, England, GB",51.4909633333,-2.558145,3,,,,3,,,false,,,garlic mustard,Alliaria petiolata,garlic mustard,Plantae,56061
209441369,2024-04-26 08:43:46,2024-04-26,2024-04-26 07:43:46 UTC,London,7926220,plantman09,Ethan,2024-04-26 07:51:58 UTC,2024-05-07 06:21:29 UTC,research,,https://www.inaturalist.org/observations/209441369,https://static.inaturalist.org/photos/370637175/medium.jpeg,,"",,2,0,false,2,"England, GB",51.4576768411,-2.5678914826,9,,,,26196,obscured,,true,gps,gps,ground-ivy,Glechoma hederacea,ground-ivy,Plantae,55830
209441446,2024-04-26 08:51:52+01:00,2024-04-26,2024-04-26 07:51:52 UTC,London,792215,scanters,,2024-04-26 07:52:11 UTC,2024-04-26 07:53:43 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/209441446,https://inaturalist-open-data.s3.amazonaws.com/photos/370637745/medium.jpg,,"","",0,0,false,3,"Fishponds Road, Bristol, England, GB",51.4750139965,-2.5432716535,9,,,,9,,,false,,,"",Geranium,geraniums and cranesbills,Plantae,47701
209441562,2024-04-26 08:52:18+01:00,2024-04-26,2024-04-26 07:52:18 UTC,London,2819267,n_hodges,Nicola Hodges,2024-04-26 07:52:40 UTC,2024-04-26 07:52:56 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/209441562,https://inaturalist-open-data.s3.amazonaws.com/photos/370637449/medium.jpg,,"","",0,0,false,3,"Romney Ave, Bristol, England, GB",51.490869876,-2.5580171216,7,,,,7,,,false,,,"",Mercurialis perennis,Dog's Mercury,Plantae,126757
209441860,2024-04-26 08:30:51,2024-04-26,2024-04-26 07:30:51 UTC,London,6178584,hexhausted,Samuel,2024-04-26 07:53:36 UTC,2024-04-26 10:19:51 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/209441860,https://inaturalist-open-data.s3.amazonaws.com/photos/370637801/medium.jpeg,,"",,2,0,false,2,"Yate, Bristol BS37, UK",51.5404978676,-2.415047586,570,,,,570,,,false,gps,gps,Cucumber Spiders,Araniella,Cucumber Spiders,Arachnida,81985
209441875,2024-04-26 08:53:12+01:00,2024-04-26,2024-04-26 07:53:12 UTC,London,2819267,n_hodges,Nicola Hodges,2024-04-26 07:53:39 UTC,2024-04-26 07:53:56 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/209441875,https://inaturalist-open-data.s3.amazonaws.com/photos/370637823/medium.jpg,,"","",0,0,false,3,"Stoke Park Estate, Bristol, England, GB",51.4908749471,-2.5580224022,658,,,,658,,,false,,,"",Carex sylvatica,wood sedge,Plantae,69640
209441894,2024-04-26 08:52:34+01:00,2024-04-26,2024-04-26 07:52:34 UTC,London,792215,scanters,,2024-04-26 07:53:45 UTC,2024-04-26 12:40:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/209441894,https://inaturalist-open-data.s3.amazonaws.com/photos/370637958/medium.jpg,,"","",1,0,false,3,"Marina Gardens, Bristol, England, GB",51.4748995007,-2.5432486273,6,,,,6,,,false,,,Herb Robert,Geranium robertianum,Herb Robert,Plantae,55925
209441976,2024-04-26 08:52:31,2024-04-26,2024-04-26 07:52:31 UTC,London,7926220,plantman09,Ethan,2024-04-26 07:54:05 UTC,2024-05-07 06:21:29 UTC,research,,https://www.inaturalist.org/observations/209441976,https://static.inaturalist.org/photos/370637954/medium.jpeg,,"",,2,0,false,2,"England, GB",51.5009526533,-2.5322677805,9,,,,26196,obscured,,true,,,Common Sunburst Lichen,Xanthoria parietina,Golden Shield Lichen,Fungi,55576
209442007,2024-04-26 08:45:56,2024-04-26,2024-04-26 07:45:56 UTC,London,6178584,hexhausted,Samuel,2024-04-26 07:54:13 UTC,2024-04-26 07:54:44 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/209442007,https://inaturalist-open-data.s3.amazonaws.com/photos/370638024/medium.jpeg,,"",,0,0,false,2,"Yate, Bristol BS37, UK",51.5404978676,-2.415047586,570,,,,570,,,false,gps,gps,Wood Forget-me-not,Myosotis sylvatica,Wood Forget-me-not,Plantae,55826
209442146,2024-04-26 08:54:10+01:00,2024-04-26,2024-04-26 07:54:10 UTC,London,792215,scanters,,2024-04-26 07:54:45 UTC,2024-04-26 07:55:01 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/209442146,https://inaturalist-open-data.s3.amazonaws.com/photos/370638254/medium.jpg,,"","",0,0,false,3,"Marina Gardens, Bristol, England, GB",51.4747536261,-2.5428216072,35,,,,35,,,false,,,"",Hedera helix,common ivy,Plantae,55882
209442347,2024-04-26 08:36:14,2024-04-26,2024-04-26 07:36:14 UTC,London,6178584,hexhausted,Samuel,2024-04-26 07:55:30 UTC,2024-04-26 08:18:48 UTC,research,CC-BY,https://www.inaturalist.org/observations/209442347,https://inaturalist-open-data.s3.amazonaws.com/photos/370638456/medium.jpeg,,"",,1,0,false,2,"Yate, Bristol BS37, UK",51.5404978676,-2.415047586,570,,,,570,,open,false,gps,gps,Kentish Snail,Monacha cantiana,Kentish Snail,Mollusca,105968
209442402,2024-04-26 08:55:35+01:00,2024-04-26,2024-04-26 07:55:35 UTC,London,792215,scanters,,2024-04-26 07:55:46 UTC,2024-04-26 07:55:59 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/209442402,https://inaturalist-open-data.s3.amazonaws.com/photos/370638615/medium.jpg,,"","",0,0,false,3,"Marina Gardens, Bristol, England, GB",51.4749636222,-2.543298332,9,,,,9,,,false,,,"",Calystegia silvatica,large bindweed,Plantae,75968
209442889,2024-04-26 08:54:23+01:00,2024-04-26,2024-04-26 07:54:23 UTC,London,2819267,n_hodges,Nicola Hodges,2024-04-26 07:57:48 UTC,2024-05-01 20:33:36 UTC,research,CC-BY,https://www.inaturalist.org/observations/209442889,https://inaturalist-open-data.s3.amazonaws.com/photos/370641407/medium.jpg,,"","",2,0,false,3,"Stoke Park Estate, Bristol, England, GB",51.490813382,-2.5579020381,8,,,,8,,,false,,,enchanter's-nightshade,Circaea lutetiana,enchanter's-nightshade,Plantae,51843
209443022,2024-04-26 08:56:59+01:00,2024-04-26,2024-04-26 07:56:59 UTC,London,792215,scanters,,2024-04-26 07:58:14 UTC,2024-04-26 07:58:43 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/209443022,https://inaturalist-open-data.s3.amazonaws.com/photos/370639739/medium.jpg,,"","",0,0,false,3,"Marina Gardens, Bristol, England, GB",51.4749767818,-2.5433782954,3,,,,3,,,false,,,"",Cotoneaster × suecicus,Swedish Cotoneaster,Plantae,790747
209443555,2024-04-26 08:57:21+01:00,2024-04-26,2024-04-26 07:57:21 UTC,London,2819267,n_hodges,Nicola Hodges,2024-04-26 08:00:27 UTC,2024-05-01 20:33:22 UTC,research,CC-BY,https://www.inaturalist.org/observations/209443555,https://inaturalist-open-data.s3.amazonaws.com/photos/370640575/medium.jpg,,"","",1,0,false,3,"Stoke Park Estate, Bristol, England, GB",51.4907884878,-2.5579575263,8,,,,8,,open,false,,,European holly,Ilex aquifolium,European holly,Plantae,53856
209443782,2024-04-26 09:00:53+01:00,2024-04-26,2024-04-26 08:00:53 UTC,London,792215,scanters,,2024-04-26 08:01:24 UTC,2024-05-01 20:33:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/209443782,https://inaturalist-open-data.s3.amazonaws.com/photos/370641120/medium.jpg,,"","",2,0,false,3,"Fishponds Road, Bristol, England, GB",51.4748005899,-2.5432693536,383,,,,383,,,false,,,maidenhair spleenwort,Asplenium trichomanes,maidenhair spleenwort,Plantae,75609
209444066,2024-04-26 09:01:44+01:00,2024-04-26,2024-04-26 08:01:44 UTC,London,792215,scanters,,2024-04-26 08:02:38 UTC,2024-04-27 19:57:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/209444066,https://inaturalist-open-data.s3.amazonaws.com/photos/370641390/medium.jpg,,"","",1,0,false,3,"Fishponds Road, Bristol, England, GB",51.4752532604,-2.5447402295,854,,,,854,,,false,,,Ivy-leaved toadflax,Cymbalaria muralis,Ivy-leaved toadflax,Plantae,55727
